conversation_id,author,text,timestamp
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,whoops xD,03:23
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"It&apos;s nice, isn&apos;t it?",03:23
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,Yeah.  Always enjoy visiting.,03:24
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,Which Island you on Oahu?,03:24
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,married?,03:24
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,i&apos;m assuming since you went on a &apos;family&apos; trip :p,03:24
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,yeah. Just found this site a few days ago.,03:25
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Yeah, Oahu.",03:25
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,Curious to the whole &quot;random thing&quot;,03:25
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Pretty crazy the individuals you meet, isn&apos;t it?",03:25
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,It&apos;s been eye opening for sure.,03:25
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Yeah, I hear you.",03:25
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,I&apos;m pretty open to meet/talk to anyone.,03:25
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,"But pretty clear what most are looking for on this site, it seems.",03:26
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Half the people that strike up a conversation only seem to be interested in more. . risque topics.,03:27
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"What more do you expect though, ya know?",03:27
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,Yep.  It&apos;s the internet.,03:27
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,You seem to take it pretty well.,03:28
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Pardon?,03:28
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,I just mean you seem to handle the obvious shennagans on here pretty well.,03:28
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,harder for ladies on here for sure.,03:28
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Ah, yeah.",03:29
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,That&apos;s what the wonderful &quot;disconnect&quot; button is for.,03:29
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,"LMAO, yes it is :)",03:29
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,"So..I said I was new to this, right?",03:30
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"You mentioned it, yeah.",03:30
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,"I thought I&apos;d turn on cam.  After 10 mins, turned it off.",03:30
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,Went back to text.,03:30
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"Yeah, I haven&apos;t bothered touching that button. Sounds too risky to me.",03:31
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,"It&apos;s a mix of stuff, but one big difference.",03:32
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,Cam = not such good conversation.,03:32
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"It&apos;s the reason more individuals text than call these days. More response time, better things to say, suspense, etc.",03:33
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,Makes sense.,03:33
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,"So, you been using this site very long?",03:34
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,what interests you w/ it?,03:34
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,You see quite a few characters.,03:35
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Gives me a laugh.,03:35
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,Bet it does.,03:35
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,"I think it&apos;s quite funny, trying to figure out people.",03:36
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,"Well, even though I&apos;m glad to chat w/ ya &amp; you&apos;re quite...probably better I let you connect w/ someone a bit younger, eh?",03:37
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,I s&apos;pose.,03:37
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,It was a pleasure meeting you.,03:37
e621da5de598c9321a1d505ea95e6a2d,97964e7a9e8eb9cf78f2e4d7b2ff34c7,Happy chatting!,03:37
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,You too!  Be safe!,03:38
e621da5de598c9321a1d505ea95e6a2d,0158d0d6781fc4d493f243d4caa49747,bye,03:38
1f1298186cac7c8e97ec901f30aa47f4,ba209a914b0d43e49df90df597464589,asuu,14:36
1f1298186cac7c8e97ec901f30aa47f4,ba209a914b0d43e49df90df597464589,lonte koe,14:36
1f1298186cac7c8e97ec901f30aa47f4,ba209a914b0d43e49df90df597464589,hi,14:36
1d0d6eb4815de5e2b27d0c396abf9dc7,634f0ee018e70d40d1db4a4bf3a2d35d,hi,02:55
1d0d6eb4815de5e2b27d0c396abf9dc7,898d2f30e39b4fc143ebdf8c0b5c6a92,asl,02:55
1d0d6eb4815de5e2b27d0c396abf9dc7,634f0ee018e70d40d1db4a4bf3a2d35d,m or f,02:55
1d0d6eb4815de5e2b27d0c396abf9dc7,898d2f30e39b4fc143ebdf8c0b5c6a92,m,02:55
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,happy is ayuppie word.,12:37
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,a yuppie *,12:37
a7d90f72e1260762785b92a0c54fc4bb,73b7ab51c5ca816e43b133a422664dd4,yuppie,12:38
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,hehe..,12:38
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,u know that song?,12:38
a7d90f72e1260762785b92a0c54fc4bb,73b7ab51c5ca816e43b133a422664dd4,:P,12:38
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,it&apos;s good.,12:38
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,:D,12:38
a7d90f72e1260762785b92a0c54fc4bb,73b7ab51c5ca816e43b133a422664dd4,Nopes,12:39
a7d90f72e1260762785b92a0c54fc4bb,73b7ab51c5ca816e43b133a422664dd4,but are you a b or a g?,12:39
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,g,12:39
a7d90f72e1260762785b92a0c54fc4bb,73b7ab51c5ca816e43b133a422664dd4,Awesome!,12:39
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,u?,12:39
a7d90f72e1260762785b92a0c54fc4bb,73b7ab51c5ca816e43b133a422664dd4,"Oh, even more awesome!",12:39
a7d90f72e1260762785b92a0c54fc4bb,73b7ab51c5ca816e43b133a422664dd4,Then let me use my fav line.,12:39
a7d90f72e1260762785b92a0c54fc4bb,73b7ab51c5ca816e43b133a422664dd4,May this humble slave have the honour of chatting with Her Royal Highness? :P,12:39
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,what?,12:40
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,are you pertaining to me?,12:40
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,a slave?,12:40
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,me?,12:40
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,hehe..,12:40
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,haha. i can chat with you but i&apos;m not a slave.,12:40
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,:P,12:41
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,okay..,12:41
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,:D,12:41
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,errr...,12:43
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,XD..,12:43
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,hello???,12:48
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,are u there?,12:48
a7d90f72e1260762785b92a0c54fc4bb,b16999ca0ab7b07895dd8bf16c626934,May this humble slave have the honour of chatting with HisRoyal Highness? :P,12:49
380743a89b0163cef563c61c988ca1fd,7cc27ec76df624c767d83b4a5d43fb17,ask me 5 questions and i will answer them truthfully,02:45
380743a89b0163cef563c61c988ca1fd,c18a32dc7dc8b612f47c3d21f6ccf5f0,you first.,02:45
380743a89b0163cef563c61c988ca1fd,7cc27ec76df624c767d83b4a5d43fb17,you want me to ask you questions first?,02:45
fbf93ab0370b314128ab9d62ec6b56a2,c15a6ffa5b1ffa0b5f8cd76f7be03a21,hi,15:54
fbf93ab0370b314128ab9d62ec6b56a2,c15a6ffa5b1ffa0b5f8cd76f7be03a21,asl,15:54
fbf93ab0370b314128ab9d62ec6b56a2,bc299f78a143138bfe071c89dbbd21e0,Hi,15:54
fbf93ab0370b314128ab9d62ec6b56a2,c15a6ffa5b1ffa0b5f8cd76f7be03a21,hellloooo,15:54
5fb22905eb7784e0f54167f83343e5e6,6f322d574618816aa2d6d1ceb4fd2551,sets mode: +oo tantek ChanServ,14:49
5fb22905eb7784e0f54167f83343e5e6,6f322d574618816aa2d6d1ceb4fd2551,sets mode: +o ChanServ,15:06
7d547f474b0668393e076c358e8a138e,a99df90046c6675165d815175b900be1,"Definitely very fancy... I've used Flowplayer in the past, but this definitely looks like the direction to go.",21:28
61453e33a14f8eea4b059d3b040bd614,b9196305a3abd10773f2be6b0ebc0632,aloha...,15:42
61453e33a14f8eea4b059d3b040bd614,cac2b7239d674bc871720db11b452c06,hi,15:42
61453e33a14f8eea4b059d3b040bd614,cac2b7239d674bc871720db11b452c06,asl?,15:42
61453e33a14f8eea4b059d3b040bd614,b9196305a3abd10773f2be6b0ebc0632,bali,15:43
61453e33a14f8eea4b059d3b040bd614,b9196305a3abd10773f2be6b0ebc0632,u ??,15:43
ec428ce86dddb80e5ef83c4221ce5cbb,bb21c722adad611b63dfb48ec99e8350,ArtB: ping,18:17
32eb5f5fe648023c049fddceb7a8fbaa,e9ab2f1536e4589e9c4a5f0cbae4907e,sex,18:41
32eb5f5fe648023c049fddceb7a8fbaa,23b96a5831fa63e3946e66166a466e37,female,18:41
32eb5f5fe648023c049fddceb7a8fbaa,e9ab2f1536e4589e9c4a5f0cbae4907e,yes,18:41
32eb5f5fe648023c049fddceb7a8fbaa,e9ab2f1536e4589e9c4a5f0cbae4907e,and i&apos;m wet,18:41
403b36d74e6fe0f2446e677b65671a00,9fae013bd55dd4a2322fe24f8384df9e,heey (:,23:36
403b36d74e6fe0f2446e677b65671a00,9fae013bd55dd4a2322fe24f8384df9e,how&apos;re you?,23:36
403b36d74e6fe0f2446e677b65671a00,6d62614379fbe3c60317c4170f17fa9c,well hi,23:36
403b36d74e6fe0f2446e677b65671a00,6d62614379fbe3c60317c4170f17fa9c,alright,23:36
403b36d74e6fe0f2446e677b65671a00,6d62614379fbe3c60317c4170f17fa9c,asl?,23:36
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,hi,08:16
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,hihi,08:16
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,m or f??,08:16
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,akjfkjasdkjfajkdfjkakdjflkajdlkfjaldkjflkjdflkjadljfkalkjdfaljkdfaljkd;lfjakldjf,08:16
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,alkjdflkjadlfjalkjdfalkjdf;lajddflkajdflkjad;lfjkalkjfajkfajkdfakljdflajkdflkajdflkajflkjadflkjadfljadflkjadlfjkadflkjalkjfajdf;lajdflkjalfkjakjdfajflajf;jkafd;jalfkdja;lkjdfaljkf;aljfaljf;ajdl,08:17
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,im a female a hot female,08:17
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,nothing to do,08:17
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,male,08:17
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,i need someone,08:17
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,someone who can take away my lonlyness,08:18
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,ok,08:18
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,i hope that can be you,08:18
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,I&apos;m here,08:18
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,so how can you take away my problem,08:18
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,?,08:19
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,wait i need to get off my panty to get masturbating,08:19
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,and you know that I just do what you have,08:20
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,oh really,08:20
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,i mean right now,08:20
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,yes,08:20
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,let&apos;s connect the webcam msn??,08:21
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,i hope we can do mutual masturbating,08:21
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,my webcam is broken,08:21
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,and thats why im bored,08:21
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,how about you lick my vagina,08:21
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,hold my tits,08:22
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,squeeze them,08:22
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,ah,08:22
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,yes,08:22
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,i like that feeling,08:22
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,send me a picture of you naked wheel,08:23
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,yes,08:23
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,wait can you be my pet,08:23
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,like you do everything i want example imagine me naked lick my vagina,08:23
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,yes,08:24
2c8125f8376aa2515c19222ba4213c28,5de63183b8f03f9cbab57103a55d0c7e,lick me everywhere,08:24
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,yes,08:24
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,your vagina and very Saburo,08:24
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,yes,08:25
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,give me your msn speak better for it,08:25
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,yes vagina masturbating to my face ....... ....... will go,08:27
2c8125f8376aa2515c19222ba4213c28,087c9429602cefcd8101ff1a8e209169,hihi,08:27
9e5746e0563bae8228beed1eaafda18c,0a39f78bcb297ab0ebe8a29c28bfed89,changes: begin collecting references (whatwg r3243) &lt;http://lists.w3.org/Archives/Public/public-html-diffs/2009Jun/0101.html&gt;,23:37
6f617cbb873dc7750028bed3a8aa794d,e5595c2a95b10f512e1924e9ee1664fe,hi,12:00
6f617cbb873dc7750028bed3a8aa794d,e5595c2a95b10f512e1924e9ee1664fe,i know c,12:01
6f617cbb873dc7750028bed3a8aa794d,e5595c2a95b10f512e1924e9ee1664fe,m/f?,12:01
2c1892c998f3e223d57c28da3b856169,edb259c0e0038f38bb200bc20c8cbf7e,we're not at the mall,04:43
2c1892c998f3e223d57c28da3b856169,edb259c0e0038f38bb200bc20c8cbf7e,hmm,04:45
2c1892c998f3e223d57c28da3b856169,edb259c0e0038f38bb200bc20c8cbf7e,you're gone,04:45
7de43ad0a0a236d48a580c411eb7feae,950c4b682879aaacf6b62fe9769c156d,hi 18m philippines,08:12
7de43ad0a0a236d48a580c411eb7feae,065c7fcf262915361b34b4d85ce2d892,Horny,08:12
7de43ad0a0a236d48a580c411eb7feae,065c7fcf262915361b34b4d85ce2d892,?,08:12
7b8bd13557382d5aa86cf3e3b90acaa5,5059ecaa4fb3ab1183f267bf1613010e,telecon today?,19:13
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,apparently not,19:14
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,there is no agenda at least,19:14
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,is there something we should talk about,19:14
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,it is possible that I or masayuki will propose a change to wheel events,19:15
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,perhaps just a minor change,19:15
7b8bd13557382d5aa86cf3e3b90acaa5,227a9a17d1db3f8e5c71a150345fb2a6,"5059ecaa4fb3ab1183f267bf1613010e, 0c8dce20967cf80665e60051b8ab2d3c, we can have a call if you like",19:15
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,delta values should probably be doubles,19:15
7b8bd13557382d5aa86cf3e3b90acaa5,227a9a17d1db3f8e5c71a150345fb2a6,no!!!!!!,19:15
7b8bd13557382d5aa86cf3e3b90acaa5,227a9a17d1db3f8e5c71a150345fb2a6,"well, ok",19:15
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,but I'm not sure,19:15
7b8bd13557382d5aa86cf3e3b90acaa5,227a9a17d1db3f8e5c71a150345fb2a6,if it's okay with MS,19:15
7b8bd13557382d5aa86cf3e3b90acaa5,5059ecaa4fb3ab1183f267bf1613010e,yep,19:16
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,I need to discuss with masayuki first,19:16
7b8bd13557382d5aa86cf3e3b90acaa5,5059ecaa4fb3ab1183f267bf1613010e,"sorry, thought you meant is it ok to have a conference :-)",19:16
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,5059ecaa4fb3ab1183f267bf1613010e: anything particular to discuss about?,19:16
7b8bd13557382d5aa86cf3e3b90acaa5,5059ecaa4fb3ab1183f267bf1613010e,the real last call! :-) .... and any node list updates?,19:17
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,I didn't meet jresig when I was in US...,19:19
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,"so far only sicking's proposal can handle perhaps the most needed mutation event, DOMCharacterDataModified",19:19
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,"it is possible that we'll implement it right after FF4, with moz prefix",19:20
7b8bd13557382d5aa86cf3e3b90acaa5,0c8dce20967cf80665e60051b8ab2d3c,so that people can try it out,19:20
7b8bd13557382d5aa86cf3e3b90acaa5,5059ecaa4fb3ab1183f267bf1613010e,"yes, that's a limitation of resig's current proposal",19:22
7b8bd13557382d5aa86cf3e3b90acaa5,227a9a17d1db3f8e5c71a150345fb2a6,are we going t have a call?,19:22
7b8bd13557382d5aa86cf3e3b90acaa5,5059ecaa4fb3ab1183f267bf1613010e,"sure, it'll probably be short",19:22
